19, 1
31, 2
42, 3
39, 4
38, 5
41, 6
48, 7
48, 8
38, 9
41, 10
40, 11
49, 12
42, 13
36, 14
36, 15
47, 16
52, 17
43, 18
42, 19
37, 20
44, 21
46, 22
44, 23
39, 24
46, 25
38, 26
36, 27
37, 28
40, 29
30, 30
27, 31
31, 32
43, 33
39, 34
37, 35
38, 36
44, 37
38, 38
38, 39
40, 40
38, 41
36, 42
33, 43
41, 44
41, 45
37, 46
35, 47
31, 48
32, 49
44, 50
46, 51
40, 52
44, 53
44, 54
43, 55
37, 56
29, 57
40, 58
44, 59
43, 60
40, 61
37, 62
35, 63
38, 64
37, 65
37, 66
36, 67
35, 68
29, 69
23, 70
31, 71
39, 72
44, 73
42, 74
42, 75
46, 76
47, 77
36, 78
36, 79
36, 80
36, 81
37, 82
32, 83
30, 84
37, 85
34, 86
36, 87
44, 88
45, 89
43, 90
40, 91
39, 92
38, 93
31, 94
30, 95
37, 96
40, 97
39, 98
40, 99
44, 100
54, 101
41, 102
38, 103
37, 104
36, 105
29, 106
35, 107
48, 108
63, 109
52, 110
46, 111
44, 112
44, 113
41, 114
38, 115
43, 116
41, 117
39, 118
48, 119
54, 120
53, 121
39, 122
34, 123
38, 124
48, 125
37, 126
40, 127
43, 128
45, 129
41, 130
33, 131
35, 132
32, 133
31, 134
34, 135
37, 136
34, 137
33, 138
40, 139
43, 140
44, 141
37, 142
36, 143
33, 144
36, 145
40, 146
46, 147
38, 148
40, 149
41, 150
36, 151
32, 152
35, 153
42, 154
44, 155
38, 156
34, 157
46, 158
41, 159
39, 160
43, 161
47, 162
46, 163
33, 164
29, 165
30, 166
34, 167
41, 168
49, 169
64, 170
53, 171
44, 172
47, 173
46, 174
42, 175
29, 176
35, 177
49, 178
54, 179
46, 180
42, 181
48, 182
53, 183
46, 184
30, 185
29, 186
31, 187
46, 188
52, 189
54, 190
48, 191
35, 192
34, 193
32, 194
29, 195
38, 196
45, 197
42, 198
41, 199
33, 200
38, 201
44, 202
46, 203
34, 204
27, 205
36, 206
42, 207
44, 208
41, 209
31, 210
47, 211
51, 212
47, 213
37, 214
40, 215
42, 216
45, 217
51, 218
48, 219
38, 220
38, 221
41, 222
37, 223
39, 224
45, 225
46, 226
46, 227
45, 228
49, 229
50, 230
53, 231
44, 232
39, 233
34, 234
33, 235
36, 236
41, 237
38, 238
39, 239
36, 240
34, 241
34, 242
35, 243
41, 244
42, 245
38, 246
31, 247
33, 248
31, 249
32, 250
36, 251
34, 252
33, 253
40, 254
41, 255
31, 256
32, 257
33, 258
38, 259
40, 260
35, 261
27, 262
34, 263
36, 264
44, 265
41, 266
44, 267
45, 268
41, 269
41, 270
47, 271
42, 272
47, 273
44, 274
32, 275
39, 276
43, 277
39, 278
34, 279
36, 280
37, 281
38, 282
35, 283
36, 284
35, 285
30, 286
32, 287
35, 288
48, 289
48, 290
39, 291
